Name,Country,Gender,Flights,Total.Flights,Total.Flight.Time,Birth.Year,Military,Selection.Group,Selection.Year,Lifetime.Statistics.Mission.count,Mission.Role,Mission.Year,Mission.Name,Mission.Vechicles.Ascent,Vechicles.Orbit,Vechicles.Decent,Durations.Mission.duration,Lifetime.Statistics.Mission.duration,Mission.Durations.EVA.duration,Lifetime.Statistics.EVA.duration,Status,Birth_Place,Undergraduate_Major,Graduate_Major,Military.Rank,Military.Branch,Space.Flights,Space.Flight..hr.,Space.Walks,Space.Walks..hr.,Missions,Death_Date,Death_Mission,undg_area,Gender_prop,total_duration,nat_total_flight,first_edu,second_edu,birth_city,grad_area,Birth_Month,Birth_Day,Selection_Age,Mission_Age
Richard Hieb,United States,Male,"STS-39 (1991), STS-49 (1992), STS-65 (1994)",3,032:00:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Richard Linnehan,United States,Male,"STS-78 (1996), STS-90 (1998), STS-109 (2002), STS-123 (2008)",4,059:12:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Richard Mastracchio,United States,Male,"STS-106 (2000), STS-118 (2007), STS-131 (2010), Soyuz TMA-11M (2013)",4,226:13:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Richard Mullane,United States,Male,"STS-41-D (1984), STS-27 (1988), STS-36 (1990)",3,014:20:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Richard Searfoss,United States,Male,"STS-58 (1993), STS-76 (1996), STS-90 (1998)",3,039:03:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Richard Truly,United States,Male,"STS-2 (1981), STS-8 (1983)",2,008:07:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Rick Husband,United States,Male,"STS-96 (1999), STS-107 (2003)",2,025:13:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert Crippen,United States,Male,"STS-1 (1981), STS-7 (1983), STS-41-C (1984), STS-41-G (1984)",4,023:13:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert Curbeam,United States,Male,"STS-85 (1997), STS-98 (2001), STS-116 (2006)",3,037:14:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert J. Cenker,United States,Male,STS-61-C (1986),1,006:02:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert Overmyer,United States,Male,"STS-5 (1982), STS-51-B (1985)",2,012:02:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert Parker,United States,Male,"STS-9 (1983), STS-35 (1990)",2,019:05:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert Satcher,United States,Male,STS-129 (2009),1,010:19:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert Springer,United States,Male,"STS-29 (1989), STS-38 (1990)",2,009:21:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Robert Stewart,United States,Male,"STS-41-B (1984), STS-51-J (1985)",2,012:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Roberta Bondar,Canada,Female,STS-42 (1992),1,008:01:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Roberto Vittori,Italy,Male,"Soyuz TM-34 (2002), Soyuz TMA-6 (2005), STS-134 (2011)",3,035:12:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Rodolfo Neri Vela,Mexico,Male,STS-61-B (1985),1,006:21:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Roger K. Crouch,United States,Male,"STS-83 (1997), STS-94 (1997)",2,019:15:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,"Jamestown, TN",Physics,Physics,,,1,471,0,0,"STS-83 (Columbia), STS-94 (Columbia)",,,Computer Science,0.052322163,3780028.675,2186,Tennessee Polytechnic Institute, Virginia Polytechnic Institute,Jamestown,Physics / Astronomy / Space Sciences,9,12,#VALUE!,#VALUE!
Ronald A. Parise,United States,Male,"STS-35 (1990), STS-67 (1995)",2,025:14:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deceased,"Warren, OH",Physics,Astronomy,,,2,614,0,0,"STS-35 (Columbia), STS-67 (Endeavor)",5/9/2008,,Computer Science,0.052322163,3780028.675,2186,Youngstown State University, University of Florida,Warren,Physics / Astronomy / Space Sciences,5,24,#VALUE!,#VALUE!
Ronald Evans,United States,Male,Apollo 17 (1972),1,012:13:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Ronald Garan,United States,Male,"STS-124 (2008), Soyuz TMA-21 (2011)",2,177:23:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Ronald Grabe,United States,Male,"STS-51-J (1985), STS-30 (1989), STS-42 (1992), STS-57 (1993)",4,026:03:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Ronald McNair,United States,Male,STS-41-B (1984),1,007:23:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Ronald Sega,United States,Male,"STS-60 (1994), STS-76 (1996)",2,017:12:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Roy Bridges,United States,Male,STS-51-F (1985),1,007:22:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Rusty Schweickart,United States,Male,Apollo 9 (1969),1,010:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
S. Christa McAuliffe,United States,Female,STS-51-L (1986),1,000:00:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deceased,"Boston, MA",Education,Education,,,1,0,0,0,STS 51-L (Challenger),1/28/1986,STS 51-L (Challenger),Education,0.052322163,3780028.675,2186,Framingham State College, Bowie State College,Boston,Education,9,2,#VALUE!,#VALUE!
Sally Ride,United States,Female,"STS-7 (1983), STS-41-G (1984)",2,014:07:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Samantha Cristoforetti,Italy,Female,Soyuz TMA-15M (2014),1,199:16:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Samuel T. Durrance,United States,Male,"STS-35 (1990), STS-67 (1995)",2,025:14:13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,"Tallahassee, FL",Physics,Physics; Astrogeophysics,,,2,614,0,0,"STS-35 (Columbia), STS-67 (Endeavor)",,,Computer Science,0.052322163,3780028.675,2186,California State University, University of Colorado,Tallahassee,Engineering Physics / Applied Physics,9,17,#VALUE!,#VALUE!
Sandra Magnus,United States,Female,"STS-112 (2002), STS-126 (2008), STS-135 (2011)",3,157:08:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Scott Altman,United States,Male,"STS-90 (1998), STS-106 (2000), STS-109 (2002), STS-125 (2009)",4,050:12:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Scott Carpenter,United States,Male,Mercury-Atlas 7 (1962),1,000:04:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Scott D. Tingle,United States,Male,Soyuz MS-07 (2017),1,168:05:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Active,"Attleboro, MA",Mechanical Engineering,Mechanical Engineering,Commander,US Navy,0,0,0,0,,,,Mechanical Engineering,0.052322163,3780028.675,2186,Southeastern Massachusetts University, Purdue University,Attleboro,Mechanical Engineering,7,19,#VALUE!,#VALUE!
Scott Horowitz,United States,Male,"STS-75 (1996), STS-82 (1997), STS-101 (2000), STS-105 (2001)",4,047:10:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Scott Kelly,United States,Male,"STS-103 (1999), STS-118 (2007), Soyuz TMA-01M (2010), Soyuz TMA-16M (2015)",4,521:10:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Scott Parazynski,United States,Male,"STS-66 (1994), STS-86 (1997), STS-95 (1998), STS-100 (2001), STS-120 (2007)",5,058:15:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Serena Auñón-Chancellor,United States,Female,Soyuz MS-09 (2018),1,196:12:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sergey Kud-Sverchkov,Russia,Male,Soyuz MS-17 (2020),1,184:23:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sergey Nikolayevich Ryzhikov,Russia,Male,"Soyuz MS-02 (2016), Soyuz MS-17 (2020)",2,358:02:24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sergey Prokopyev,Russia,Male,Soyuz MS-09 (2018),1,196:12:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sergey Volkov,Russia,Male,"Soyuz TMA-12 (2008), Soyuz TMA-02M (2011), Soyuz TMA-18M (2015)",3,547:22:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Shannon Lucid,United States,Female,"STS-51-G (1985), STS-34 (1989), STS-43 (1991), STS-58 (1993), STS-76 (1996)",5,223:02:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sherwood Spring,United States,Male,STS-61-B (1985),1,006:21:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sidney Gutierrez,United States,Male,"STS-40 (1991), STS-59 (1994)",2,020:08:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sigmund Jähn,East Germany,Male,Soyuz 31 (1978),1,007:20:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sonny Carter,United States,Male,STS-33 (1989),1,005:00:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Stephanie Wilson,United States,Female,"STS-121 (2006), STS-120 (2007), STS-131 (2010)",3,042:23:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Stephen Frick,United States,Male,"STS-110 (2002), STS-122 (2008)",2,023:14:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Stephen Oswald,United States,Male,"STS-42 (1992), STS-56 (1993), STS-67 (1995)",3,033:22:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Stephen Robinson,United States,Male,"STS-85 (1997), STS-95 (1998), STS-114 (2005), STS-130 (2010)",4,048:09:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Steven Hawley,United States,Male,"STS-41-D (1984), STS-61-C (1986), STS-31 (1990), STS-82 (1997), STS-93 (1999)",5,032:02:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Steven Lindsey,United States,Male,"STS-87 (1997), STS-95 (1998), STS-104 (2001), STS-121 (2006), STS-133 (2011)",5,062:22:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Steven Smith,United States,Male,"STS-68 (1994), STS-82 (1997), STS-103 (1999), STS-110 (2002)",4,041:00:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Steven Swanson,United States,Male,"STS-117 (2007), STS-119 (2009), Soyuz TMA-12M (2014)",3,195:20:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Story Musgrave,United States,Male,"STS-6 (1983), STS-51-F (1985), STS-33 (1989), STS-44 (1991), STS-61 (1993), STS-80 (1996)",6,053:09:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retired,"Boston, MA",Mathematics & Statistics; Chemistry,Business Administration; Physiology; Literature; Medicine,,,6,1281,4,26,"STS-6 (Challenger), STS 51-F (Challenger), STS-33 (Discovery), STS-44 (Atlantis), STS-61 (Endeavor), STS-80 (Columbia)",,,Computer Science,0.052322163,3780028.675,2186,Syracuse University, Marietta College,Boston,Biological Sciences,8,19,#VALUE!,#VALUE!
Stuart Roosa,United States,Male,Apollo 14 (1971),1,009:00:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Sultan bin Salman bin Abdulaziz Al Saud,Saudi Arabia,Male,STS-51-G (1985),1,007:01:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
"Sunita ""Suni"" Williams",United States,Female,"STS-116 (2006), Soyuz TMA-05M (2012)",2,321:17:15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Susan Helms,United States,Female,"STS-54 (1993), STS-64 (1994), STS-78 (1996), STS-101 (2000), STS-102 (2001)",5,210:23:07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Susan Still Kilrain,United States,Female,"STS-83 (1997), STS-94 (1997)",2,019:15:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Taylor Wang,United States,Male,STS-51-B (1985),1,007:00:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Terence Henricks,United States,Male,"STS-44 (1991), STS-55 (1993), STS-70 (1995), STS-78 (1996)",4,042:18:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Terrence Wilcutt,United States,Male,"STS-68 (1994), STS-79 (1996), STS-89 (1998), STS-106 (2000)",4,041:00:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Terry Hart,United States,Male,STS-41-C (1984),1,006:23:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Terry Virts,United States,Male,"STS-130 (2010), Soyuz TMA-15M (2014)",2,213:10:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
Thomas Akers,United States,Male,"STS-41 (1990), STS-49 (1992), STS-61 (1993), STS-79 (1996)",4,034:00:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown / Missing,0.052322163,3780028.675,2186,NA,NA,NA,Unknown / NA,NA,NA,#VALUE!,#VALUE!
